column,family,present_in,verdict,canonical,audit_test,usage_scope,reason
alignment_score,alignment_score,44/50,NOT_UNIVERSAL,,A1,sous-ensemble de symboles seulement — interdit en cross-section,presente sur 44/50 symboles seulement
amihud_illiquidity_1,amihud_illiquidity,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
anchored_vwap,anchored_vwap,50/50,DEGRADED_PERIOD,,A6,"utilisable en DIFFERENCE seulement, et jamais a cheval sur une couture (voir SEAMS.csv)",feature cumulative / a etat : reset mecanique mesure a la bascule de source (ex. obv BTC -1 940 682 -> -135 056 au 2026-01-01 ; 9 autres symboles au 2026-05-20/24)
approximate_entropy_1,approximate_entropy,50/50,PLACEHOLDER,normalized_price_vol_1,A3,AUCUN,constante (std=0) sur 7/7 symboles audites
approximate_entropy_10,approximate_entropy,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
approximate_entropy_100,approximate_entropy,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
approximate_entropy_14,approximate_entropy,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
approximate_entropy_2,approximate_entropy,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
approximate_entropy_20,approximate_entropy,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
approximate_entropy_200,approximate_entropy,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
approximate_entropy_3,approximate_entropy,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
approximate_entropy_30,approximate_entropy,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
approximate_entropy_5,approximate_entropy,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
approximate_entropy_50,approximate_entropy,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
aroon_down_1,aroon_down,50/50,PLACEHOLDER,normalized_price_vol_1,A3,AUCUN,constante (std=0) sur 7/7 symboles audites
aroon_down_10,aroon_down,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
aroon_down_100,aroon_down,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
aroon_down_14,aroon_down,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
aroon_down_2,aroon_down,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
aroon_down_20,aroon_down,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
aroon_down_200,aroon_down,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
aroon_down_3,aroon_down,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
aroon_down_30,aroon_down,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
aroon_down_5,aroon_down,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
aroon_down_50,aroon_down,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
aroon_oscillator_1,aroon_oscillator,50/50,PLACEHOLDER,normalized_price_vol_1,A3,AUCUN,constante (std=0) sur 7/7 symboles audites
aroon_oscillator_10,aroon_oscillator,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
aroon_oscillator_100,aroon_oscillator,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
aroon_oscillator_14,aroon_oscillator,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
aroon_oscillator_2,aroon_oscillator,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
aroon_oscillator_20,aroon_oscillator,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
aroon_oscillator_200,aroon_oscillator,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
aroon_oscillator_3,aroon_oscillator,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
aroon_oscillator_30,aroon_oscillator,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
aroon_oscillator_5,aroon_oscillator,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
aroon_oscillator_50,aroon_oscillator,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
aroon_up_1,aroon_up,50/50,PLACEHOLDER,normalized_price_vol_1,A3,AUCUN,constante (std=0) sur 7/7 symboles audites
aroon_up_10,aroon_up,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
aroon_up_100,aroon_up,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
aroon_up_14,aroon_up,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
aroon_up_2,aroon_up,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
aroon_up_20,aroon_up,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
aroon_up_200,aroon_up,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
aroon_up_3,aroon_up,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
